SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,IsMale,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No
False,False,False,0.014084507042253521,False,False,False,False,False,True,False,False,False,0.11542288557213931,0.006554350334641126,True,True,True,False,False,True,False,False,False,True,False,False
False,False,False,0.18309859154929578,True,False,False,False,True,False,False,False,False,0.5791044776119403,0.12678859912300947,False,True,True,False,False,False,False,True,False,False,True,False
True,False,False,0.014084507042253521,True,False,False,True,True,True,False,True,True,0.7646766169154229,0.01863027925225017,True,True,True,False,False,False,True,False,False,False,True,False
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.01542288557213931,0.00011539349180706209,True,True,True,False,False,False,False,False,True,False,False,True
False,True,True,0.16901408450704225,True,True,False,True,True,True,True,False,True,0.5427860696517413,0.10515231940918532,False,True,True,False,False,False,False,True,False,True,False,False
False,False,False,0.07042253521126761,True,False,False,False,False,False,False,False,False,0.006965174129353227,0.010541195476575123,False,True,True,False,False,False,False,False,True,False,False,True
False,False,False,0.04225352112676056,True,False,False,True,False,False,False,False,True,0.5810945273631841,0.03632587122086314,True,False,True,False,False,True,False,False,False,False,True,False
False,True,True,0.056338028169014086,True,False,False,True,False,True,True,True,True,0.8049751243781095,0.051494345718901456,True,False,True,False,False,False,False,False,True,False,True,False
False,True,False,0.19718309859154928,True,False,True,False,True,False,True,True,False,0.8308457711442786,0.1904684975767367,False,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.647887323943662,True,False,True,False,False,False,False,False,False,0.5691542288557214,0.40691207015924297,False,False,True,False,False,False,True,False,False,False,True,False
False,False,False,0.09859154929577464,True,False,False,False,True,True,False,True,False,0.45621890547263677,0.05599469189937688,False,False,True,False,False,False,False,False,True,True,False,False
False,False,False,0.22535211267605634,False,False,False,False,False,False,False,False,True,0.07363184079601989,0.04862681744749596,False,True,True,False,False,False,False,False,True,True,False,False
False,True,True,0.19718309859154928,True,False,True,False,False,False,False,False,False,0.5656716417910447,0.13071197784444957,False,True,True,False,False,False,False,False,True,False,True,False
False,False,False,0.352112676056338,True,False,True,False,True,True,False,True,True,0.772139303482587,0.28346988229863834,False,False,False,True,False,True,False,False,False,False,True,False
False,False,False,0.30985915492957744,True,True,True,False,False,False,False,False,False,0.3597014925373134,0.14198592199399954,False,False,True,False,False,False,False,True,False,True,False,False
True,False,False,0.04225352112676056,True,False,False,True,False,False,False,False,False,0.5422885572139303,0.03449688437572121,False,False,True,False,False,False,False,True,False,False,True,False
False,False,True,0.39436619718309857,True,False,False,False,False,False,False,False,False,0.01592039800995026,0.0595718901453958,False,True,False,True,False,False,False,False,True,False,False,True
False,False,False,0.3380281690140845,True,False,False,False,False,False,False,False,False,0.00796019900497513,0.05106162012462497,False,False,True,False,False,False,False,False,True,False,False,True
False,False,False,0.11267605633802817,True,False,False,False,False,False,False,False,False,0.2656716417910448,0.04756519732287099,True,True,True,False,False,False,False,False,True,True,False,False
False,True,False,0.23943661971830985,True,False,False,False,True,False,False,False,True,0.3114427860696517,0.09918647588276022,True,True,True,False,False,False,False,False,True,True,False,False
True,False,False,0.028169014084507043,True,True,False,False,False,False,True,True,True,0.7621890547263681,0.03657396722824833,False,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.9577464788732394,False,False,True,True,True,True,False,False,False,0.27860696517412936,0.3580198476805908,False,False,False,False,True,True,False,False,False,True,False,False
False,False,False,0.18309859154929578,True,False,False,False,False,False,False,False,False,0.01094527363184081,0.035310408492961,False,True,False,True,False,False,False,False,True,False,False,True
False,False,False,0.2535211267605634,True,True,False,False,False,False,True,True,False,0.5109452736318407,0.15875259635356567,False,True,True,False,False,False,False,False,True,True,False,False
True,False,False,0.5352112676056338,True,True,False,True,False,False,False,True,False,0.7208955223880598,0.3916974382644819,False,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.4225352112676056,True,False,False,True,True,False,True,True,True,0.8273631840796021,0.36058735287329796,False,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.323943661971831,True,False,False,False,False,False,False,False,False,0.01990049751243781,0.04857489037618278,False,True,False,True,False,False,False,False,True,False,False,True
False,True,False,0.18309859154929578,True,False,False,False,False,True,False,False,False,0.30398009950248756,0.07449803831063928,False,True,True,False,False,True,False,False,False,True,False,False
False,True,False,0.8873239436619719,True,False,True,True,True,True,False,True,True,0.5582089552238806,0.5470516962843296,False,False,False,False,True,False,False,False,True,True,False,False
False,False,False,0.6901408450704225,True,False,False,False,False,False,False,False,True,0.01094527363184081,0.11703207939072237,False,False,False,True,False,False,False,False,True,False,False,True
False,True,True,0.7183098591549296,True,False,False,True,True,True,True,False,True,0.5024875621890548,0.39972882529425335,False,True,False,True,False,False,False,True,False,True,False,False
False,False,False,0.38028169014084506,True,True,False,True,False,False,True,True,False,0.8154228855721394,0.30806023540272326,False,True,False,True,False,False,False,True,False,False,True,False
False,False,False,0.28169014084507044,True,False,False,False,False,False,False,False,True,0.025870646766169167,0.048055619663051004,False,False,False,False,True,False,True,False,False,False,False,True
False,False,True,0.3380281690140845,True,False,False,True,False,False,True,True,True,0.772636815920398,0.28040041541657046,True,True,True,False,False,False,False,True,False,False,True,False
False,True,False,0.22535211267605634,True,False,False,False,False,False,False,False,False,0.01094527363184081,0.033256404338795294,False,False,False,True,False,False,False,False,True,False,False,True
False,True,False,0.8028169014084507,False,False,False,False,False,False,True,True,True,0.26616915422885573,0.30816408954534963,False,True,False,True,False,False,True,False,False,True,False,False
True,True,False,0.22535211267605634,True,False,False,False,False,False,False,True,False,0.6293532338308457,0.15121163166397417,True,True,True,False,False,True,False,False,False,False,True,False
False,True,False,0.704225352112676,True,True,False,False,False,False,False,False,False,0.07213930348258707,0.14567851373182553,False,False,False,False,True,False,False,False,True,False,False,True
False,True,True,1.0,False,False,True,False,True,True,True,False,False,0.3049751243781094,0.40482344795753517,False,True,False,False,True,False,False,False,True,True,False,False
False,True,False,0.7183098591549296,True,False,True,False,False,False,True,False,False,0.6552238805970149,0.4996365105008077,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.36619718309859156,True,False,False,False,False,False,False,False,True,0.013432835820895536,0.06258366028156012,False,False,False,False,True,False,False,False,True,False,False,True
False,False,False,0.028169014084507043,True,False,False,False,False,False,False,False,False,0.017412935323383085,0.005169628432956381,False,False,True,False,False,False,False,False,True,False,False,True
False,True,False,0.8873239436619719,True,True,True,True,True,True,False,True,True,0.627363184079602,0.5897184398799907,False,False,False,False,True,False,False,False,True,True,False,False
False,True,False,0.6197183098591549,True,False,False,False,False,True,True,True,True,0.7656716417910449,0.4923840295407339,False,False,False,False,True,False,True,False,False,False,True,False
True,True,False,0.028169014084507043,False,False,False,False,False,False,True,False,True,0.1810945273631841,0.00864297253634895,True,True,True,False,False,False,False,False,True,True,False,False
False,True,False,0.9859154929577465,True,True,False,True,True,True,True,True,True,0.6472636815920397,0.6780175398107546,False,False,False,False,True,False,True,False,False,True,False,False
True,False,False,0.0,False,False,False,False,False,False,False,False,False,0.06766169154228857,0.000721209323794138,True,False,True,False,False,False,False,False,True,True,False,False
False,True,True,0.8028169014084507,True,False,False,False,False,False,False,False,False,0.020398009950248763,0.13177359796907456,False,False,False,False,True,False,True,False,False,False,False,True
False,True,True,0.4647887323943662,True,False,False,True,True,False,True,False,True,0.7124378109452736,0.3545984306485114,False,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.09859154929577464,True,False,True,False,False,False,False,False,True,0.3144278606965174,0.040012693284098774,True,False,True,False,False,False,False,True,False,True,False,False
False,True,True,0.19718309859154928,True,False,False,False,False,False,False,False,False,0.01542288557213931,0.029327255942764825,False,False,True,False,False,False,False,False,True,False,False,True
False,True,True,0.9154929577464789,False,False,False,False,True,True,True,True,False,0.36218905472636814,0.4169397645972767,False,True,False,False,True,True,False,False,False,True,False,False
True,False,False,0.15492957746478872,False,False,False,True,False,False,False,False,True,0.11044776119402987,0.041818601430879294,False,True,True,False,False,False,True,False,False,True,False,False
False,False,False,0.8028169014084507,True,False,False,False,False,False,False,False,True,0.008955223880597002,0.11732056312024003,False,True,False,False,True,True,False,False,False,False,False,True
False,True,True,0.028169014084507043,True,False,False,False,False,False,False,False,False,0.008457711442786084,0.0038310639279944612,False,False,False,False,True,False,False,False,True,False,False,True
True,True,False,0.5915492957746479,False,False,False,True,True,False,True,True,False,0.37114427860696514,0.268105238864528,True,False,True,False,False,False,True,False,False,True,False,False
False,False,False,0.11267605633802817,True,False,False,True,True,False,False,False,False,0.6199004975124378,0.07328640664666514,False,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.028169014084507043,True,False,False,False,False,False,False,False,False,0.01990049751243781,0.006046618970690054,False,False,False,True,False,False,False,False,True,False,False,True
False,True,True,0.29577464788732394,True,False,False,True,False,False,True,True,True,0.5099502487562189,0.17071313177936764,True,False,False,True,False,True,False,False,False,True,False,False
False,True,False,0.5492957746478874,True,True,False,True,True,False,True,True,True,0.8731343283582089,0.4800196168936071,False,True,False,True,False,True,False,False,False,False,True,False
False,False,False,0.9436619718309859,True,True,False,False,False,False,False,False,False,0.07213930348258707,0.20805446572813294,False,False,False,False,True,True,False,False,False,False,False,True
False,True,False,0.7464788732394366,True,True,False,True,True,False,True,True,True,0.8562189054726368,0.6068947611354719,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.6901408450704225,True,True,False,True,False,True,True,True,True,0.6104477611940298,0.46219709208400644,False,False,False,False,True,False,False,False,True,True,False,False
False,False,False,0.0,True,False,False,False,False,False,False,True,True,0.3681592039800995,0.004206092776367413,False,True,True,False,False,False,False,True,False,True,False,False
False,True,False,1.0,True,True,True,True,True,True,True,True,False,0.6945273631840796,0.7502884837295176,False,False,False,False,True,True,False,False,False,True,False,False
False,False,True,0.5492957746478874,True,False,False,False,False,False,False,False,True,0.021393034825870634,0.0964804984998846,False,True,False,True,False,True,False,False,False,False,False,True
False,True,True,1.0,True,True,True,True,True,True,True,True,True,0.9885572139303482,0.9566235864297254,False,False,False,False,True,True,False,False,False,False,True,False
False,False,False,0.07042253521126761,True,False,False,False,False,False,False,False,False,0.017412935323383085,0.010431571659358412,False,False,True,False,False,False,False,False,True,False,False,True
False,False,False,0.056338028169014086,True,False,False,False,False,False,False,False,True,0.013930348258706454,0.008452573274867297,False,False,True,False,False,False,True,False,False,False,False,True
False,True,False,0.6619718309859155,True,True,False,True,True,False,False,True,True,0.5203980099502488,0.39253404108008305,False,True,False,True,False,False,True,False,False,True,False,False
False,False,False,0.0,True,True,False,False,False,False,True,True,True,0.7522388059701492,0.008660281560120008,True,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.8873239436619719,True,False,True,False,False,True,True,False,False,0.4731343283582089,0.46725132702515576,False,False,False,True,False,False,False,False,True,True,False,False
False,False,False,0.22535211267605634,True,False,False,False,False,False,False,False,False,0.017910447761194038,0.03682206323563351,False,False,False,True,False,False,True,False,False,False,False,True
False,True,False,0.5492957746478874,True,False,False,True,True,False,False,False,True,0.6144278606965174,0.3634837295176552,False,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.5633802816901409,False,False,True,False,True,False,False,False,False,0.17064676616915422,0.16081237018232172,False,False,False,True,False,False,True,False,False,True,False,False
True,False,False,0.704225352112676,True,True,False,True,False,False,False,False,True,0.6104477611940298,0.45648511423955684,False,True,False,True,False,True,False,False,False,False,True,False
False,True,False,0.5633802816901409,True,True,False,True,False,False,False,False,True,0.6169154228855721,0.3946688206785137,False,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.0,True,False,False,False,True,False,False,False,False,0.3203980099502488,0.003652204015693515,True,False,True,False,False,False,False,False,True,True,False,False
False,False,False,0.014084507042253521,True,False,False,False,False,False,False,False,True,0.021890547263681583,0.0027290560812370185,False,False,True,False,False,False,False,False,True,False,False,True
False,False,False,0.9436619718309859,True,False,False,True,True,False,False,False,False,0.6104477611940298,0.6280463881837064,False,True,False,True,False,False,True,False,False,False,True,False
False,True,True,0.323943661971831,True,True,False,False,False,False,False,False,False,0.06417910447761194,0.06380683129471498,False,False,False,False,True,False,False,False,True,False,False,True
False,True,False,0.971830985915493,True,True,True,False,True,True,False,True,False,0.5875621890547263,0.6322870990076159,False,True,False,False,True,False,True,False,False,True,False,False
False,False,False,0.028169014084507043,False,False,False,False,False,True,False,False,True,0.11442786069651742,0.009006462035541195,False,True,True,False,False,False,False,True,False,True,False,False
False,False,False,0.014084507042253521,True,False,False,False,False,False,False,False,False,0.2651741293532338,0.010645049619201477,False,True,True,False,False,True,False,False,False,True,False,False
False,True,False,0.028169014084507043,False,False,False,True,False,False,False,False,False,0.11492537313432837,0.008723747980613894,False,True,True,False,False,False,True,False,False,True,False,False
False,False,False,0.08450704225352113,True,True,False,False,False,True,True,True,True,0.5611940298507463,0.05796215093468728,True,False,True,False,False,False,False,True,False,True,False,False
False,False,False,0.16901408450704225,True,False,True,False,False,False,True,True,True,0.5343283582089553,0.10443687975998155,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,0.08450704225352113,True,False,False,False,False,False,False,False,False,0.024875621890547265,0.014112624048003692,False,True,True,False,False,False,False,False,True,False,False,True
False,True,True,0.15492957746478872,True,False,False,False,False,False,True,False,True,0.37860696517412934,0.0703727209785368,False,True,True,False,False,False,False,False,True,True,False,False
False,True,True,0.7323943661971831,True,True,False,True,True,False,True,True,True,0.8656716417910447,0.6412993307177475,False,True,False,True,False,False,False,True,False,False,True,False
False,False,False,0.15492957746478872,True,True,False,False,False,False,True,True,True,0.7557213930348259,0.11854373413339488,True,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.8732394366197183,True,False,False,False,False,False,False,False,False,0.012935323383084583,0.14156473574890377,False,True,False,False,True,False,False,False,True,False,False,True
False,False,False,0.19718309859154928,True,False,True,True,True,True,True,True,False,0.6587064676616916,0.14644011077775212,False,False,True,False,False,False,False,False,True,True,False,False
False,True,True,0.49295774647887325,True,False,True,True,False,False,False,False,False,0.3522388059701492,0.22161897069005307,False,True,False,True,False,False,False,False,True,True,False,False
True,True,False,0.04225352112676056,False,False,False,False,True,False,False,False,True,0.11592039800995023,0.011475882760212325,False,True,True,False,False,False,False,True,False,True,False,False
False,True,True,0.323943661971831,True,False,False,False,False,False,False,False,False,0.014427860696517405,0.05005192707131318,False,False,False,False,True,False,False,False,True,False,False,True
False,False,False,0.8450704225352113,False,False,True,True,True,True,False,False,False,0.25323383084577117,0.3089949226863605,False,False,False,True,False,False,True,False,False,True,False,False
False,False,False,0.2112676056338028,True,True,False,True,False,False,False,False,False,0.3686567164179104,0.09884029540733903,False,True,True,False,False,False,False,True,False,True,False,False
False,True,True,0.9014084507042254,True,False,False,False,False,False,False,False,True,0.01592039800995026,0.14403992614816524,False,True,False,False,True,False,True,False,False,False,False,True
False,True,True,0.352112676056338,True,False,False,False,False,False,False,False,False,0.013930348258706454,0.05493884144934225,False,False,False,False,True,False,True,False,False,False,False,True
False,False,False,0.2112676056338028,True,False,False,False,False,True,False,False,True,0.3104477611940299,0.09003000230786984,False,True,True,False,False,False,False,False,True,True,False,False
False,True,False,0.7464788732394366,True,True,True,True,False,False,True,True,False,0.8786069651741293,0.6628779136856682,True,False,False,True,False,True,False,False,False,False,True,False
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.01840796019900499,0.0001500115393491808,True,True,True,False,False,False,False,False,True,False,False,True
False,False,True,0.056338028169014086,True,False,False,False,False,False,False,False,False,0.021890547263681583,0.01016616662820217,False,True,False,False,True,False,False,False,True,False,False,True
False,False,False,0.2535211267605634,False,False,False,True,False,False,False,True,True,0.21343283582089556,0.07976575121163167,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,0.1267605633802817,True,True,True,False,False,False,False,False,True,0.36069651741293535,0.06339718439879992,False,True,True,False,False,False,True,False,False,True,False,False
False,True,True,0.30985915492957744,True,False,False,True,True,True,False,False,False,0.6522388059701493,0.21710708516039695,True,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.028169014084507043,True,False,False,False,False,False,True,False,False,0.3671641791044776,0.016195476575121163,True,True,True,False,False,False,False,False,True,True,False,False
False,False,False,1.0,True,True,False,True,True,True,True,True,True,0.9288557213930347,0.9224498038310639,False,False,False,False,True,True,False,False,False,False,True,False
True,True,False,0.1267605633802817,True,True,False,False,False,False,False,True,True,0.6805970149253732,0.09668243711054697,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.1267605633802817,True,False,False,True,True,False,False,False,True,0.37114427860696514,0.06144703438726056,False,False,True,False,False,False,False,False,True,True,False,False
False,True,False,0.14084507042253522,True,False,False,False,False,False,False,False,True,0.02288557213930349,0.019172628663743363,False,True,False,True,False,False,False,False,True,False,False,True
True,False,False,0.5070422535211268,True,True,True,True,False,False,True,True,True,0.8805970149253731,0.4659531502423263,True,False,True,False,False,True,False,False,False,False,True,False
False,True,True,0.22535211267605634,True,True,True,False,False,True,False,False,True,0.436318407960199,0.12437687514424188,False,True,False,True,False,False,False,False,True,True,False,False
False,True,True,0.49295774647887325,True,True,True,False,True,False,True,True,True,0.8582089552238806,0.4230498499884606,False,False,True,False,False,False,True,False,False,False,True,False
True,False,False,0.22535211267605634,True,False,False,True,True,False,True,True,True,0.8313432835820895,0.2000519270713132,False,True,True,False,False,False,False,True,False,False,True,False
True,True,True,0.9154929577464789,True,True,True,True,False,True,True,True,True,0.9189054726368159,0.8299157627509809,False,False,False,True,False,False,True,False,False,False,True,False
False,True,True,0.8450704225352113,True,False,True,True,True,True,True,True,False,0.6631840796019901,0.6053196399723055,False,True,False,True,False,True,False,False,False,True,False,False
False,False,False,0.29577464788732394,True,False,False,True,False,False,True,True,True,0.745771144278607,0.24676898222940227,False,True,True,False,False,False,False,False,True,False,True,False
False,False,False,0.0,False,False,False,False,False,False,False,False,True,0.061194029850746255,0.0006462035541195474,False,True,True,False,False,False,False,True,False,True,False,False
False,False,False,0.07042253521126761,True,False,False,False,False,False,False,False,False,0.5203980099502488,0.04790560812370182,False,False,True,False,False,False,True,False,False,False,True,False
False,False,False,0.4225352112676056,True,False,False,True,False,True,False,False,True,0.5990049751243781,0.27883106392799445,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.9436619718309859,True,False,True,True,True,True,True,True,True,0.664179104477612,0.6449284560350796,False,False,False,False,True,False,True,False,False,True,False,False
False,True,True,0.4647887323943662,True,True,False,False,True,False,True,False,False,0.6885572139303483,0.3294888068312947,True,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.7183098591549296,True,False,False,True,True,True,False,False,False,0.672139303482587,0.5094045695822755,False,False,True,False,False,True,False,False,False,False,True,False
False,False,True,0.1267605633802817,True,False,False,False,True,True,True,False,True,0.7248756218905472,0.10911031617816756,False,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.39436619718309857,True,False,False,False,False,False,False,False,True,0.5223880597014925,0.22570966997461342,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,1.0,True,False,False,False,False,False,False,False,False,0.01840796019900499,0.16640318486037387,False,False,False,False,True,True,False,False,False,False,False,True
False,True,True,0.647887323943662,True,False,False,False,False,False,False,False,False,0.017910447761194038,0.10763327948303715,False,True,False,True,False,False,False,False,True,False,False,True
False,True,True,0.323943661971831,True,True,True,False,False,False,True,True,False,0.5626865671641791,0.20798522963304872,False,True,False,True,False,False,False,False,True,True,False,False
False,False,False,0.9014084507042254,True,True,False,False,False,False,False,False,False,0.06517412935323384,0.18256981306254327,False,True,False,True,False,False,True,False,False,False,False,True
False,False,False,0.04225352112676056,True,True,False,False,False,True,True,True,True,0.8218905472636815,0.043901453957996765,False,False,True,False,False,False,False,False,True,False,True,False
True,True,False,0.15492957746478872,True,True,False,True,False,False,True,True,True,0.826865671641791,0.13844334179552273,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.0,True,True,True,False,False,False,False,False,True,0.6313432835820896,0.007258250634664206,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.4507042253521127,True,False,False,False,False,False,False,False,False,0.4975124378109453,0.24836718209093006,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.4647887323943662,True,False,False,True,True,True,True,True,True,0.8641791044776119,0.41726286637433646,False,False,True,False,False,False,False,True,False,False,True,False
False,True,False,0.18309859154929578,True,False,False,False,False,False,False,False,False,0.021393034825870634,0.031571659358412184,False,False,False,False,True,False,False,False,True,False,False,True
False,False,False,0.04225352112676056,True,False,False,False,False,False,False,True,True,0.6059701492537314,0.03443918762981768,True,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.16901408450704225,True,False,False,False,False,False,False,False,False,0.017412935323383085,0.02304984998846065,False,True,False,True,False,False,False,False,True,False,False,True
False,True,True,0.9014084507042254,True,True,False,True,False,True,True,True,True,0.6084577114427862,0.5830948534502653,False,False,False,False,True,True,False,False,False,True,False,False
False,True,True,0.30985915492957744,True,False,True,False,False,True,False,False,False,0.3875621890547264,0.16207592891760905,False,True,False,True,False,False,True,False,False,True,False,False
False,True,False,0.7605633802816901,True,False,True,True,True,False,False,False,False,0.4014925373134329,0.3519270713131779,False,True,False,False,True,False,False,True,False,True,False,False
False,True,False,0.676056338028169,True,False,False,True,False,False,True,True,True,0.7616915422885572,0.5391010846988229,False,True,False,False,True,False,False,True,False,False,True,False
False,True,False,0.8309859154929577,True,True,False,True,True,False,True,True,False,0.8383084577114428,0.7083775675051928,False,True,False,True,False,True,False,False,False,False,True,False
False,True,True,0.9577464788732394,True,False,False,False,False,False,False,False,True,0.020895522388059716,0.16430302330948537,False,False,False,True,False,False,True,False,False,False,False,True
False,False,False,0.5492957746478874,True,True,False,False,False,False,True,False,True,0.6631840796019901,0.38659704592660976,False,True,True,False,False,False,False,True,False,False,True,False
False,True,False,0.9295774647887324,True,False,True,True,False,True,False,True,True,0.5069651741293533,0.5369086083544887,False,True,False,False,True,False,True,False,False,True,False,False
True,False,False,0.4788732394366197,True,True,False,False,False,False,True,True,True,0.7681592039800995,0.39871336256635126,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.2535211267605634,True,True,False,False,False,True,True,True,True,0.8228855721393035,0.21425686591276252,True,True,False,True,False,False,False,True,False,False,True,False
False,True,True,0.16901408450704225,True,False,False,False,False,False,False,False,False,0.025870646766169167,0.029258019847680592,False,False,False,False,True,False,False,False,True,False,False,True
False,False,True,0.5633802816901409,True,True,False,True,False,False,True,False,True,0.6990049751243781,0.41844564966535885,False,False,True,False,False,True,False,False,False,False,True,False
False,False,False,0.04225352112676056,False,False,True,False,True,False,False,False,False,0.16666666666666666,0.013495268866835912,False,False,True,False,False,False,False,False,True,True,False,False
False,True,True,0.323943661971831,True,False,True,False,False,True,False,False,False,0.3671641791044776,0.15013270251557811,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,0.056338028169014086,False,False,False,True,False,False,True,True,True,0.32537313432835824,0.024301869374567273,False,False,True,False,False,False,True,False,False,True,False,False
False,False,False,0.056338028169014086,True,True,False,True,False,False,False,True,True,0.4552238805970149,0.040555042695591965,False,False,True,False,False,False,False,True,False,True,False,False
False,True,True,0.0,True,False,False,False,False,False,False,False,True,0.5059701492537313,0.005804292637895223,True,False,True,False,False,False,False,False,True,False,True,False
False,True,True,1.0,True,True,True,True,True,True,True,False,False,0.6164179104477612,0.6572120932379414,False,False,False,False,True,True,False,False,False,True,False,False
False,False,False,0.323943661971831,True,False,False,False,True,False,False,False,True,0.308955223880597,0.14013962612508654,False,False,True,False,False,False,True,False,False,True,False,False
False,True,False,0.5774647887323944,True,True,True,False,True,True,True,True,False,0.6577114427860696,0.4099699976921301,False,False,False,False,True,False,True,False,False,True,False,False
False,False,False,0.04225352112676056,True,False,False,False,False,False,False,False,False,0.017910447761194038,0.007442880221555505,False,False,True,False,False,False,False,False,True,False,False,True
False,False,False,0.9436619718309859,True,True,True,True,True,True,True,True,True,0.9845771144278608,0.9251269328409877,False,True,False,True,False,False,True,False,False,False,True,False
False,True,True,0.4507042253521127,True,False,False,False,False,False,False,False,False,0.01840796019900499,0.064689591507039,False,False,False,True,False,False,False,False,True,False,False,True
False,False,False,0.4225352112676056,True,True,False,True,True,False,True,True,True,0.8477611940298507,0.35167897530579273,True,True,False,True,False,False,False,True,False,False,True,False
False,False,False,0.04225352112676056,True,True,False,True,False,False,False,False,False,0.5940298507462687,0.03308908377567505,True,False,True,False,False,True,False,False,False,False,True,False
True,True,False,0.9577464788732394,True,True,False,True,True,True,True,True,True,0.9124378109452737,0.8787733671820909,False,True,False,False,True,False,False,True,False,False,True,False
True,False,False,0.5211267605633803,True,True,False,False,False,False,True,True,False,0.7611940298507462,0.419363027925225,False,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.028169014084507043,True,False,False,True,False,True,False,False,True,0.6144278606965174,0.025675051927071313,False,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.6619718309859155,True,True,False,True,False,True,True,True,False,0.6109452736318408,0.4444380336948996,False,False,False,False,True,False,False,True,False,True,False,False
False,True,False,0.19718309859154928,True,True,False,False,False,False,False,False,False,0.06915422885572138,0.04259173782598661,False,False,False,False,True,False,False,False,True,False,False,True
False,False,False,0.3380281690140845,True,False,False,False,False,False,False,False,False,0.01641791044776118,0.05870066928225248,False,False,False,True,False,False,True,False,False,False,False,True
True,False,False,0.0,True,False,False,False,False,False,True,False,False,0.5990049751243781,0.006883221786291254,True,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.6619718309859155,False,False,True,True,False,False,True,False,True,0.2641791044776119,0.24068197553657975,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.020398009950248763,0.0001730902377105931,False,True,True,False,False,False,False,False,True,False,False,True
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.009452736318407953,4.615739672282467e-05,False,True,True,False,False,False,False,True,False,False,False,True
False,False,False,0.5070422535211268,True,False,False,True,True,False,False,False,False,0.6149253731343284,0.3462150934687283,False,False,False,True,False,False,False,True,False,False,True,False
True,True,False,0.9154929577464789,True,True,False,True,True,True,True,True,True,0.8865671641791044,0.8115797369028387,False,True,False,True,False,True,False,False,False,False,True,False
False,True,False,0.352112676056338,False,False,True,True,True,False,True,False,False,0.2945273631840796,0.13520655435033466,False,False,False,True,False,True,False,False,False,True,False,False
False,True,False,0.8732394366197183,True,False,True,True,False,True,True,False,False,0.5228855721393034,0.511193168705285,False,True,False,True,False,False,True,False,False,True,False,False
False,False,False,0.1267605633802817,False,False,False,False,True,False,False,False,False,0.11194029850746269,0.02728479113777983,True,True,True,False,False,False,False,False,True,True,False,False
False,False,False,0.014084507042253521,True,False,True,False,False,False,True,True,True,0.5223880597014925,0.014781906300484652,True,False,True,False,False,False,False,True,False,True,False,False
True,True,False,0.23943661971830985,True,False,True,False,False,False,False,True,True,0.4064676616915423,0.11449919224555735,False,True,True,False,False,False,True,False,False,True,False,False
False,True,False,0.8873239436619719,True,True,False,False,False,False,False,False,False,0.07263681592039802,0.19572467112854836,False,False,False,False,True,False,False,False,True,False,False,True
True,False,False,0.11267605633802817,True,True,False,False,False,False,False,True,True,0.6587064676616916,0.08581813985691207,True,False,True,False,False,False,False,True,False,False,True,False
False,False,True,0.38028169014084506,True,False,False,False,False,False,False,False,False,0.01990049751243781,0.059606508192937925,False,False,True,False,False,False,False,False,True,False,False,True
False,False,False,0.0,True,False,False,False,True,False,False,False,False,0.5701492537313433,0.006548580660050773,False,False,True,False,False,False,False,True,False,False,True,False
